ACNO,Title,出版社,Authur Name
C09263,沉重的呼吸 : 人與大氣環境,洪波/江蘇少年兒童,"鄭平, 劉子午"
C09264,不知道的世界 : 大地海洋篇,洪波/江蘇少年兒童,"鄭平, 劉子午"
C09265,不知道的世界 : 考古探秘篇,洪波/江蘇少年兒童,朱仲玉
C09266,我的不滿意 : 信息篇,洪波/江蘇少年兒童,"楊健, 方錦強, 馮毅等"
C09267,景象萬千的地球,洪波/江蘇少年兒童,"?醒, 鄒華昌, 邱建華"
C09268,高中文言文講評,洪波/江蘇教育出版社,"孫漢洲, 王仲夷, 張克中等"
C09269,初中文言文譯評,洪波/集益教育/江蘇教育,"洪波, 徐麗萍, 朱芒芒等"
C09270,初中文言文注評,洪波/集益教育/江蘇教育,"茅步剛, 熊匯, 吳麗珍等"
C09271,經典古詩圖示導讀,洪波/廣東教育/江蘇教育/江蘇少年兒童出版社,"洪波, 徐麗萍, 周正華等"
C09272,經典唐詩圖示導讀,洪波/雲南晨光出版社,"徐麗萍, 黃少玲, 范淑婧等"
C09273,古文名篇圖示導讀,洪波/雲南晨光出版社,"徐麗萍, 黃少玲, 蔡小雪等"
C09274,巧思遺珠中國名聯故事,洪波/雲南晨光出版社,"洪波, 李曉霞"
C09275,趣話88個諺語故事,洪波/江蘇少年兒童,"陳枕, 水之同, 林之風, 高山"
C09276,現代文拓展閱讀與應考(二),洪波/江蘇教育出版社,孫國成
C09279,趣說中外 : 傳統節日,洪波/江蘇古籍出版社,沈利華
C09280,我免不了要衝動,洪波/雲南晨光出版社,常新港
C09281,阿笨貓傳奇 : 銷售大法,洪波/江蘇少年兒童,冰波
C09282,撲朔迷離的間諜故事,洪波/江蘇少年兒童/集益教育出版社,冰君
C09283,警犬66號,洪波/江蘇少年兒童,金曾豪
C09284,潤澤心靈的愛心故事,洪波/江蘇少年兒童,感動
C09285,向達倫大冒險5 : 死亡審判,皇冠,Darren Shan  (向達倫)
C09286,向達倫大冒險6 : 吸血鬼王子,皇冠文化,Darren Shan  (向達倫)
C09288,向達倫大冒險8 : 暗夜盟友,皇冠文化,Darren Shan  (向達倫)
C09289,1Q84 : Book 3 10月/12月,時報文化,村上春樹
C09290,暮光之城,城邦文化事業股份有限公司,史蒂芬妮‧梅爾
C09291,暮光之城 : 新月,城邦文化事業股份有限公司,史蒂芬妮‧梅爾
C09292,怪獸家長,天行者出版有限公司,屈穎妍
C09293,怪獸家長2 : 孩子復仇記,天行者出版有限公司,屈穎妍
C09297,香港青少年數學精英選拔賽 : 邊解邊學(初篇),香港數理教育學會,"馮德華, 徐崑玉"
C09298,香港青少年數學精英選拔賽 : 邊解邊學(初篇),香港數理教育學會,"馮德華, 徐崑玉"
C09299,香港青少年數學精英選拔賽 : 邊解邊學(第一冊),香港數理教育學會,"馮德華, 徐崑玉"
C09300,香港青少年數學精英選拔賽 : 邊解邊學(第一冊),香港數理教育學會,"馮德華, 徐崑玉"
C09301,香港青少年數學精英選拔賽 : 邊解邊學(第二冊),香港數理教育學會,"馮德華, 徐崑玉"
C09302,香港青少年數學精英選拔賽 : 邊解邊學(第二冊),香港數理教育學會,"馮德華, 徐崑玉"
C09303,最後一分鐘 : 生物(文憑試),Original Press (Asia) Limited,David Yau
C09307,2011香港中學會考中國語文考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,
C09309,2011香港高級程度會考AL中國文學考試報告及試題專輯(附評卷參考),香港考試及評核局,
C09311,賈伯斯傳,天下遠見,華特‧艾薩克森
C09312,我們最幸福 : 北韓人民的真實生活,麥田,芭芭拉‧德米克
C09313,叛逆歲月21 : 青春留下的傷痕,青桐社,君比
C09314,推理要在晚餐後,春天出版國際有限公司,東川篤?
C09315,那些年，我們一起追的女孩。,春天出版國際有限公司,九把刀
C09316,後青春期的詩,蓋亞文化,九把刀
C09317,爸爸的畫1,三聯書店(香港)有限公司,"豐陳寶, 豐一吟"
C09318,爸爸的畫2,三聯書店(香港)有限公司,"豐陳寶, 豐一吟"
C09319,爸爸的畫3,三聯書店(香港)有限公司,"豐陳寶, 豐一吟"
C09320,我阿媽係外星人 : 最強阿媽生活實錄,三聯書店(香港)有限公司,楊倩玲
C09321,富中作樂,三聯書店(香港)有限公司,高聲
C09323,香港模擬文憑試試題合訂本2011/12 : 數學必修部份(中文及英文試題) 通識教育(中文試題),學友社,李珮婷
C09334,朗文活用成語詞典,朗文,朗文詞典部編輯委員會
C09335,商務同義詞辨析詞典,商務印書館,"葉青, 王世文, 王敏等"
C09336,辭海,商務印書館,"舒新城, 沈頤, 徐元誥等"
C09337,統計學概論,香港教育圖書公司,"邵慰慈, 鄧文禮"
C09338,中學數學開放題精選,香港教育圖書公司,"梁子健, 陳聯發"
C09340,最美的，徒勞無功,春天出版國際文化有限公司,九把刀
C09341,豐子愷兒童文學全集 : 少年美術故事,龍圖騰文化有限公司,豐子愷
C09342,豐子愷兒童文學全集 : 少年音樂故事,龍圖騰文化有限公司,豐子愷
C09343,中國風尚百年,龍圖騰文化有限公司,唐建光
C09344,後殖民食物與愛情,Oxford University Press,也斯
C09345,脫節的國度,Oxford University Press,韓寒
C09347,阿濃精彩人生100篇,青源出版社,阿濃
C09348,今日香港有煙霞,明報出版社有限公司,張最娟
C09349,5月無家繪本,火石文化,林超榮
C09350,貧孩子‧富孩子交換日記,新人才文化,"張天柱, 陳樂怡"
C09351,卡耐基成功之道,非凡出版,戴爾‧卡耐基Dale Carnegie
C09353,魯迅箴言,香港中和出版有限公司,約翰‧貝德爾
C09355,吹水普通話 : 最靠譜的地道普通話口語手冊,青桐社,張清秀
C09356,好學生的犀利筆記大公開 : 徹底分析200多本東大生少年時代的筆記術,聯經出版事業股份有限公司,袁仲一
C09357,秦始皇的永恆軍團 : 秦兵馬俑探秘,香港中和出版有限公司,袁仲一
C09358,我向霸權宣戰,圓桌精英有限公司,何俊仁
C09359,《聾貓是怎樣煉成的》小克作品集1983-2012,三聯書店(香港)有限公司,陳曦成
C09360,阿夢的故事 : 7個屬於你我的人生短片,大田出版有限公司,蔡曉玲
C09361,作文高手「大全集」,布克國際商務法律事務所,陳銘磻
C09362,大拙至美 : 梁思成最美的建築文字,三聯書店(香港)有限公司,梁思成
C09363,漫畫聖經集大成 : 漫畫技法完全攻略,城邦文化事業股份有限公司,山貓有限會社
C09364,漫畫讀通 柯維成功學,天下遠見,李靜宜
C09365,那些年，民國名人的私人生活,香港中和出版有限公司,劉仰東
C09366,小城無故事,長頸鹿出版,"林夕, 周耀輝, Wasabi等"
C09367,靈感如泉 作文秘笈,中華書局(香港)有限公司,陳葒
C09368,剩女時代的通識智慧,皇冠出版社(香港)有限公司,陶傑
C09369,微寫作 : 短小訊息的強大影響力，文案、履歷、簡報、網絡社交都好用的語言策略,漫遊者文化事業股份有限公司,克利斯多福‧強森
C09370,睡,時報文化出版企業股份有限公司,村上春樹
C09371,五體不滿足老師的沒問題三班,圓神出版社有限公司,乙武洋匡
C09372,給長耳兔的36封信 : 成長進行式,寶瓶文化,李崇健
C09373,為誰而戰 : NBA場分的力量,道聲出版社,麥克‧約基
C09374,林書豪給年輕人的12件禮物,遠流出版事業股份有限公司,王寶玲
C09375,原來你非不快樂,遠流出版事業股份有限公司,林夕
C09376,活得像自己 : 把缺點獎風格的深層心理學,天下遠見,波波工作室
C09377,"盡力就好, 天塌下來又怎樣!",啟思出版有限公司,金盛浦子
C09378,世說新語‧八周刊,英屬蓋曼群島商網路與書股份有限公司台灣分公司,豬樂桃(齊瀟)
C09380,文話 : 寫給中學生的作文與閱讀指導,如果出版社/大雁文化事業股份有限公司,"夏丐尊, 葉聖陶"
C09381,給中學生的十二堂作文課 : 傳承半世紀的經典作文入門,如果出版社/大雁文化事業股份有限公司,葉聖陶
C09382,文心 : 寫給青年的三十二堂中文課,如果出版社/大雁文化事業股份有限公司,"夏丐尊, 葉聖陶"
C09383,張學良口述歷史,遠流出版事業股份有限公司,唐德剛
C09384,2012 香港中學文憑考試 中國語文及文化考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局
C09387,2012 香港中學文憑考試 中國歷史考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局
C09389,2012 香港中學文憑考試 中國歷史考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局
C09390,2012 香港中學文憑考試 中國文學考試報告及試題專輯(附評卷參考),香港考試及評核局,香港考試及評核局
C09393,2012 香港中學文憑考試 通識教育考試報告及試題專輯(附評卷參考),香港考試及評核局,香港考試及評核局
C09395,2012 香港高級程度會考 AL中國文學 考試報告及試題專輯(附評卷參考),香港考試及評核局,香港考試及評核局
C09397,2012 香港高級程度會考 A/AS中國歷史 考試報告及試題專輯(附評卷參考),香港考試及評核局,香港考試及評核局.
C09399,2012 香港高級程度會考 AS中國語文及文化 考試報告及試題專輯(附評卷參考和聆聽考試光碟),香港考試及評核局,香港考試及評核局.
C09401,飢餓遊戲,大塊文化出版股份有限公司,蘇珊‧柯林斯
C09402,飢餓遊戲2 : 星火燎原,大塊文化出版股份有限公司,蘇珊‧柯林斯
C09403,飢餓遊戲3 : 自由幻夢,大塊文化出版股份有限公司,蘇珊‧柯林斯
C09404,活出個明天6 : 尋找他鄉的故事,青桐社,亞洲電視
C09405,窮小子‧傑青醫生 : 我的成長剪影,青桐社,李順潮
C09406,生命的篇章,幼獅文化事業股份有限公司,徐美鈴
C09407,別讓自己白白受苦,張老師文化事業股份有限公司,傑克‧溫茲
C09408,少年維持不煩惱,Why出版,傅佩榮
C09409,天啊!我們都看得懂的「天氣圖」,Why出版,"Ken Storm, 台長"
C09415,中國語文一分鐘 文言文,Engbridge Education,"Vikiki Wong, K.K.Wong"
C09419,文言文應試練習第一冊,Joint-Us,"潘慧婷, 黃澤榕, 劉雅文"
C09423,文言文應試練習第三冊,Joint-Us,"潘慧婷, 黃澤榕, 劉雅文"
C09431,中國語文 常犯錯誤,Hong Kong Joint-Us Press Limited,Vikki Wong
C09435,香港中學文憑考試 : 通識教育(水平參照成績匯報資料套),香港考試及評核局,Hong Kong Examinations and Assessment Authority
C09438,香港中學文憑考試 : 中國語文(水平參照成績匯報資料套),香港考試及評核局,Hong Kong Examinations and Assessment Authority
C09439,香港中學文憑考試 : 中國歷史(水平參照成績匯報資料套),香港考試及評核局,Hong Kong Examinations and Assessment Authority
C09441,香港中學文憑考試 : 中國文學(水平參照成績匯報資料套),香港考試及評核局,Hong Kong Examinations and Assessment Authority
C09443,香港照相冊1950's-1970's,三聯書店,邱良
C09444,足動生命 : 在無家者的球場上找到愛,經濟日報出版社,"江澄, 何秀蘭, 李德能等"
C09445,活在地上 : 如同活在天上,突破出版社,"繆光游, 王心靈"
C09446,錢買不到的東西 : 金錢與正義的攻防,先覺,邁可‧桑德爾
C09447,過得還不錯的一年 : 我的快樂生活提案,早安財經文化有限公司,葛瑞琴‧魯賓
C09448,法醫才看得到的人體奧祕,如果出版事業股份有限公司,上野正彥
C09449,秦始皇最恐怖的遺言,天航出版社,天航
C09450,正義 : 一場思辨之旅,雅言文化出版股份有限公司,邁可‧桑德爾
C09451,讓人生好得不得了的NLP超入門,世茂出版社,芝健太
C09452,我的人生沒句號 : 雙腿罷工的生命勇士手記,青源出版社,陳錦記
C09453,安娜‧卡列尼娜(上),木馬文化,列夫‧托爾斯泰
C09454,安娜‧卡列尼娜(下),木馬文化,列夫‧托爾斯泰
C09457,Q版特工29 : 暗域狙擊,突破出版社,梁科慶
C09458,快樂就在轉彎處,經濟日報出版社,"吳燕玲, 嚴鎮國"
C09459,丁丁企鵝!!山寨反擊戰!!,天行者出版有限公司,江記
C09460,傑出人物故事,洪波出版社/晨光出版社,廖帆
C09461,華夏文明展覽館,洪波、晨光,"黃楠, 梁智"
C09462,語文地圖‧楚天千里望清秋,洪波/江蘇教育出版社,"梁智, 梅儀, 李舒等"
C09463,語文地圖‧我欲因之夢吳越,洪波/江蘇教育出版社,"梁智, 梅儀, 王紅梅"
C09464,語文地圖‧粵庭蕉窗聽秋雨,洪波/江蘇教育出版社,"梅儀, 黃楠"
C09465,古文名篇圖示選讀,洪波/雲南晨光,"陳麗嫦, 黃楠, 高昌翠等"
C09466,鎮館之寶,洪波、晨光,"任湘怡, 葉佳雯"
C09467,三國演義名言選評,洪波/江蘇少年兒童,羅貫中
C09469,史記箴言,洪波/江蘇教育出版社,司馬遷
C09470,"喜悅, 順流而行",英屬維京群島商高寶國際有限公司台灣分公司,何權峰
C09471,"其實, 我們都陷在執著的觀念上",英屬維京群島商高寶國際有限公司台灣分公司,何權峰
C09472,與時間賽跑 : 擺脫瞎忙的40個法則,普天出版社,王淑俐
C09473,"改變心境, 就能走出困境全集",普天出版社,黛恩
C09474,愛與黑暗的故事,繆思出版/遠足文化事業股份有限公司,艾默思‧奧茲
C09475,別再為小事浪費生命,好的文化,徐竹
C09476,反對完美 : 科學與人性的正義之旅,博雅書屋有限公司,邁可‧桑德爾(MICHAEL J. SANDEL)
C09477,對倒,獲益出版事業有限公司,劉以鬯
C09478,哈比人,聯經出版事業股份有限公司,"托爾金J,.R.R.Tolkien"
C09479,少年PI的奇幻漂流,皇冠出版社有限公司,楊‧馬泰爾
C09480,逆轉人生,繆思出版,菲利普‧波佐‧迪博戈(Philippe Pozzo di Borgo)
C09481,廚房裡的小科學家6 : 麵包與蛋糕的美味實驗大挑戰,三采文化出版事業有限公司,學研
C09482,中餐烹調理論與實務,華立圖書,"李阿榭, 吳松濂, 洪文發等"
C09483,日日小料理,四塊玉文化有限公司,麻球
C09484,經典意大利料理 : 50道美味道地的義式家常料理完整圖解‧義次上手!,凱特文化創意股份有限公司,Winnie
C09485,傑米‧奧利佛15分鐘上菜,三采文化,傑米‧奧利佛
C09486,吃對食物最健康,采竹文化事業有限公司,程凱
C09487,"代謝平衡, 健康瘦身",原水文化,洪泰雄
C09488,一翻就瘦的卡路里Book,如何出版社有限公司,"大越鄉子, 住川啟子, 未來國際K等"
C09489,自然排毒的50個生活小習慣,健行文化,蓮村誠
C09490,慢性生活習慣病 : 每個家庭都必備的全民健康手冊,捷徑文化出版事業有限公司,陳柏臣
C09492,布作迷必備的零碼布生活指南書,城邦文化事業股份有限公司--麥浩斯出版,"Miki, Q媽, 古依立位等"
C09493,史上最乾淨!自助洗衣術,"蘋果屋出版社, 檸檬樹國際書版有限公司","沈富育, 三立電視台製作著作"
C09494,清潔寶典 : 詳盡圖解1000+終極除妙招,城邦文化事業股份有限公司,陳安祺
C09495,高中中國歷史 問題詳解300題 選修單元3 : 時代與知識分子,現代教育研究社,
C09496,高中中國歷史 問題詳解300題 選修單元5 : 宗教傳播與文化交流,現代教育研究社,
C09497,高中中國歷史 精煉溫習筆記 選修單元3 : 時代與知識分子,現代教育研究社,
C09498,高中中國歷史 精煉溫習筆記 選修單元5 : 宗教傳播與文化交流,現代教育研究社,
C09499,高中中國歷史 精煉溫習筆記 必修部份 甲部,現代教育研究社,
C09500,高中中國歷史 精煉溫習筆記 必修部份 乙部,現代教育研究社,
C09501,高中中國歷史 問題詳解300題 4上,現代教育研究社,
C09502,高中中國歷史 問題詳解300題 4下,現代教育研究社,
C09503,高中中國歷史 問題詳解300題 5上,現代教育研究社,
